Abstract The eighteenth/nineteenth century ‘craters of elevation’ theory required magma to uplift strata, doming the surface and creating a central down-fallen ‘crater’ or graben. Exponents of craters of elevation attempted to apply it to explain the origin of all volcanoes, and rapidly the contemporary competing ‘craters of eruption’ theory replaced it as the paradigm for volcano construction. Several historic examples have shown that intrusions can cause uplift, termed bulges and can create features like those proposed for craters of elevation (e.g. at Usu 1944, Bezymianny 1955 and Mt. St. Helens 1980). Work on sedimentary basins that have had igneous activity has shown that intrusions create ‘forced folds’ that uplift and deform strata in a similar way to that originally proposed for craters of elevation. In view of the above, we investigate large-scale intrusion-related topographic changes at two sites where the craters of elevation theory was developed: the monogenetic volcanoes of the Chaîne des Puys, France and the Teide stratovolcano, Tenerife. We combine observations of such features with examples of forced folding to integrate the two fields of research. Our observations in the Chaîne des Puys show that: (1) the Petit Puy de Dôme has a bulge of up to 150-m uplift. The uplift has a central depressed area (a graben), a dense network of normal faults, basal thrusts and an aborted landslide. (2) The Grosmanaux volcano is a forced fold created by uplift of a previously flat-lying area, and has dense faulting and a graben on the resultant topographic bulge. It was the site also of a major vulcanian eruption from the associated Kilian crater. (3) The Gouttes volcano was uplifted by an intrusion like the Petit Puy de Dôme, but then collapsed to generate a landslide and lateral blast. (4) Excavation in the Lemptégy Volcano exposes intra-eruption intrusions with associated uplift, providing examples in cross-section of the internal deformation likely to be found inside other Chaîne des Puys uplifted bulges. On Teide, a bulge near the summit shows similar structures and surface tilting as seen on the Petit Puy de Dôme and this bulging may have formed during the eruption of the Lavas Negras, the most recent activity on the summit area. Fault scarps on Teide also expose small cryptodomes, like those seen at Lemptégy. These examples, coupled with field studies on eroded intrusions, data on forced folds in basins and analogue models, show how large-scale topographic remodelling and structural change can be created by intrusions. These can rapidly and significantly change the volcanic edifice. A crater of elevation bulge, or forced fold that is stabilised by the cooling of the intrusion, will remain an important structural element in a volcano. This process starts even at the small scale of monogenetic volcanoes, and could occur through the lifetime of any growing stratovolcano. Such activity may be commonplace, but may be masked by concomitant eruption or removed by subsequent collapse. Monitoring and hazard strategies should be ready to deal with such large-scale events that will seriously modify the eruptive activity and stability of a volcano within days or weeks.
network             0.9927540605181135^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Computer_network      
structural element            0.9735219009108628^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Structural_element    

craters                       0.9999999998576641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

topographic                   0.9999999999995453^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Topography            

strata                        0.9999999910453425^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Stratum               

Teide                         0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Teide                 

monogenetic volcanoes         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Monogenetic_volcanic_field

bulge                         0.9999979654287706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Equatorial_bulge      

intrusions                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intrusion             

topographic                   0.9999999999995453^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Topography            

craters                       0.9999999998576641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

crater                        0.9999999992776338^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

lateral blast                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lateral_eruption      

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

craters                       0.9999999998576641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

volcano                       0.9999999953718088^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

eruption                      0.9999999999924967^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

Chaîne des Puys               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Chaîne_des_Puys       

graben                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Graben                

landslide                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Landslide             

monogenetic volcanoes         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Monogenetic_volcanic_field

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

Bezymianny                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Bezymianny            

uplifted                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Tectonic_uplift       

scarps                        0.9952185387863746^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Fault_scarp           

volcano                       0.9999999953718088^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

Puy de Dôme                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Puy_de_Dôme           

bulge                         0.9999979654287706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Equatorial_bulge      

elevation                     0.9999998358282617^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sea_level             

craters                       0.9999999998576641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

craters                       0.9999999998576641^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

igneous                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Igneous_rock          

magma                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Magma                 

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

eruption                      0.9999999999924967^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

volcano                       0.9999999953718088^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

bulge                         0.9999979654287706^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Equatorial_bulge      

Usu                           0.8142176224576372^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Uya_language          

elevation                     0.9999998358282617^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sea_level             

intrusions                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intrusion             

Tenerife                      0.9999999999961346^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tenerife              

Teide                         0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Teide                 

intrusions                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intrusion             

eroded                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Erosion               

fold                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fold_(geology)        

elevation                     0.9999998358282617^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sea_level             

Teide                         0.9999999999997726^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Teide                 

sedimentary                   0.9999910493784621^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sedimentary_rock      

tilting                       0.9972779608796442^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/View_camera           

Chaîne des Puys               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Chaîne_des_Puys       

volcanic                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Volcano               

fold                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fold_(geology)        

paradigm                      0.9994306927089363^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Paradigm              

normal faults                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fault_(geology)       

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

analogue                      0.9824580221462106^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Analog_signal         

elevation                     0.9999998358282617^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sea_level             

crater                        0.9999999992776338^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

volcano                       0.9999999953718088^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

uplift                        0.9999999766985186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Tectonic_uplift       

intrusions                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intrusion             

faulting                      0.9999999998881322^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Fault_(geology)       

stratovolcano                 0.9960044415220879^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcano               

intrusions                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Intrusion             

Lavas                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lava                  

Volcano                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Volcano               

crater                        0.9999999992776338^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Volcanic_crater       

